Name,Latitude,Longitude,Country,State/Province
Geonoma,-26.236667,-48.877778,Brazil,Santa Catarina
Geonoma,-25.614,-48.6987,Brazil,Paraná
Geonoma,-25.614,-48.6987,Brazil,Paraná
Geonoma,-26.0901,-48.8991,Brazil,Santa Catarina
Geonoma,-26.224722,-49.055,Brazil,Santa Catarina
Geonoma,-13,-41.366667,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-22.487222,-47.338056,Brazil,São Paulo
Geonoma,-29.870881,-50.191164,Brazil,Rio Grande do Sul
Geonoma,-20.409722,-44.388056,Brazil,Minas Gerais
Geonoma,-29.870833,-50.191111,Brazil,Rio Grande do Sul
Geonoma,-28.69,-49.431944,Brazil,Santa Catarina
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-9.465914,-55.828864,Brazil,Mato Grosso
Geonoma,-26.220833,-49.053611,Brazil,Santa Catarina
Geonoma,-15.25,-39.418056,Brazil,Bahia
Geonoma,-13.109527,-41.379861,Brazil,Bahia
Geonoma,-11.029444,-55.200278,Brazil,Mato Grosso
Geonoma,-26.071667,-48.670556,Brazil,Santa Catarina
Geonoma,-26.8375,-48.782778,Brazil,Santa Catarina
Geonoma,-9.445278,-64.87,Brazil,Rondônia
Geonoma,-26.763611,-48.996389,Brazil,Santa Catarina
Geonoma,-26.763611,-48.996389,Brazil,Santa Catarina
Geonoma,-9.445278,-64.870277,Brazil,Ro
Geonoma,-19.184917,-39.939722,Brazil,Es
Geonoma,-22.6,-50.38,Brazil,
Geonoma,-22.6,-50.38,Brazil,
Geonoma,-4.238056,-38.934167,Brazil,Ceará
Geonoma,-24.066111,-47.97,Brazil,São Paulo
Geonoma,0.881111,-63.3275,Brazil,Amazonas
Geonoma,-20.425,-40.476944,Brazil,Espírito Santo
Geonoma,-2.6283,-60.8117,Brazil,Amazonas
Geonoma,-13.1905,-39.602722,Brazil,Bahia
Geonoma,-9.234167,-64.641388,Brazil,Ro
Geonoma,-9.361667,-64.660277,Brazil,Ro
Geonoma,-9.635,-65.451388,Brazil,Ro
Geonoma,-9.234167,-64.641388,Brazil,Ro
Geonoma,-9.636944,-65.450277,Brazil,Ro
Geonoma,-9.234167,-64.641388,Brazil,Ro
Geonoma,-19.491944,-39.887778,Brazil,Espírito Santo
Geonoma,-13.015278,-41.8925,Brazil,Bahia
Geonoma,-13.015278,-41.8925,Brazil,Bahia
Geonoma,-22.942925,-43.287925,Brazil,Rio de Janeiro
Geonoma,-16.411389,-42.959167,Brazil,Minas Gerais
Geonoma,-16.411389,-42.959167,Brazil,Minas Gerais
Geonoma,-16.411389,-42.959167,Brazil,Minas Gerais
Geonoma,-8.793833,-66.09,Brazil,Amazonas
Geonoma,-8.795111,-66.09,Brazil,Amazonas
Geonoma,-8.791694,-66.09,Brazil,Amazonas
Geonoma,-8.788139,-66.09,Brazil,Amazonas
Geonoma,-8.86225,-66.19,Brazil,Amazonas
Geonoma,-8.793889,-66.087778,Brazil,Amazonas
Geonoma,-7.462333,-64.18,Brazil,Amazonas
Geonoma,-5.889444,-62.4,Brazil,Amazonas
Geonoma,-24.860333,-48.716833,Brazil,Paraná
Geonoma,-4.275025,-38.925014,Brazil,Ceará
Geonoma,-4.409997,-39.015025,Brazil,Ceará
Geonoma,-4.319889,-38.924919,Brazil,Ceará
Geonoma,-24.860278,-48.716944,Brazil,Pr
Geonoma,-4.41,-39.015,Brazil,Ceará
Geonoma,-4.275,-38.925,Brazil,Ceará
Geonoma,-4.32,-38.925,Brazil,Ceará
Geonoma,-25.5403,-48.3079,Brazil,Paraná
Geonoma,-13.189306,-39.599806,Brazil,Bahia
Geonoma,-27.360833,-49.503056,Brazil,Santa Catarina
Geonoma,-25.182444,-48.386389,Brazil,Pr
Geonoma,-13.742278,-39.569889,Brazil,Bahia
Geonoma,-21.715278,-43.9075,Brazil,Minas Gerais
Geonoma,-16.3765,-39.256658,Brazil,Bahia
Geonoma,-13.912167,-39.170806,Brazil,Bahia
Geonoma,-22.490833,-43.274167,Brazil,Rio de Janeiro
Geonoma,-22.490833,-43.274167,Brazil,Rio de Janeiro
Geonoma,-9.231944,-64.645277,Brazil,Ro
Geonoma,-14.399444,-39.060278,Brazil,Bahia
Geonoma,-25.182444,-48.386389,Brazil,Paraná
Geonoma,-25.4166,-48.9058,Brazil,Paraná
Geonoma,-29.868806,-50.187056,Brazil,Rio Grande do Sul
Geonoma,-25.447472,-49.015444,Brazil,Paraná
Geonoma,-12.853889,-39.476389,Brazil,Bahia
Geonoma,-19.151667,-40.061111,Brazil,Espírito Santo
Geonoma,-12.853889,-39.476389,Brazil,Bahia
Geonoma,-22.430278,-44.601111,Brazil,Rio de Janeiro
Geonoma,-15.391944,-39.565278,Brazil,Bahia
Geonoma,-19.151667,-40.061111,Brazil,Espírito Santo
Geonoma,-23.339444,-44.748333,Brazil,Rio de Janeiro
Geonoma,-22.430278,-44.601111,Brazil,Rio de Janeiro
Geonoma,-22.430278,-44.601111,Brazil,Rio de Janeiro
Geonoma,-24.9924,-49.8506,Brazil,Paraná
Geonoma,-20.020278,-43.6725,Brazil,Minas Gerais
Geonoma,-25.5742,-48.6883,Brazil,Paraná
Geonoma,-6.0425,-50.219722,Brazil,Pará
Geonoma,0.908256,-53.23,Brazil,Amapá
Geonoma,-25.987628,-48.891364,Brazil,Paraná
Geonoma,-22.606,-43.9423,Brazil,Rio de Janeiro
Geonoma,-27.058889,-49.086389,Brazil,Santa Catarina
Geonoma,-27.002778,-49.076111,Brazil,Santa Catarina
Geonoma,-13.896111,-39.686111,Brazil,Bahia
Geonoma,-13.8925,-39.698333,Brazil,Bahia
Geonoma,-21.078583,-44.141056,Brazil,Minas Gerais
Geonoma,-14.263611,-39.024444,Brazil,Bahia
Geonoma,-24.63215,-50.272817,Brazil,Paraná
Geonoma,-20.1135,-40.551694,Brazil,Espírito Santo
Geonoma,-24.07,-47.45,Brazil,São Paulo
Geonoma,-24.07,-47.45,Brazil,São Paulo
Geonoma,-24.03882,-47.37897,Brazil,São Paulo
Geonoma,-24.07695,-47.45029,Brazil,São Paulo
Geonoma,-24.038166,-47.380012,Brazil,São Paulo
Geonoma,-24.07,-47.45,Brazil,São Paulo
Geonoma,-26.246389,-48.701944,Brazil,Santa Catarina
Geonoma,-20.055556,-40.470278,Brazil,Espírito Santo
Geonoma,-20.055556,-40.470278,Brazil,Espírito Santo
Geonoma,-13.705694,-47.753944,Brazil,Goiás
Geonoma,-24.02862,-47.37243,Brazil,São Paulo
Geonoma,-24.10233,-47.50978,Brazil,São Paulo
Geonoma,-24.10004,-47.51019,Brazil,São Paulo
Geonoma,-13.705694,-47.753944,Brazil,Goiás
Geonoma,-13.599722,-39.718333,Brazil,Bahia
Geonoma,-20.386111,-41.466944,Brazil,Espírito Santo
Geonoma,-10.460556,-64.688611,Brazil,Rondônia
Geonoma,-13.599722,-39.718333,Brazil,Bahia
Geonoma,-15.349444,-39.195833,Brazil,Bahia
Geonoma,-13.891111,-39.690833,Brazil,Bahia
Geonoma,-23.445556,-46.629167,Brazil,Sp
Geonoma,-20.244722,-40.228889,Brazil,Espírito Santo
Geonoma,-23.445639,-46.628639,Brazil,São Paulo
Geonoma,-12.766667,-39.516667,Brazil,Bahia
Geonoma,-14.411389,-40.113889,Brazil,Bahia
Geonoma,-12.766667,-39.516667,Brazil,Bahia
Geonoma,-8.429944,-61.731194,Brazil,Amazonas
Geonoma,-20.740555,-41.272778,Brazil,Espírito Santo
Geonoma,-20.519444,-41.086944,Brazil,Espírito Santo
Geonoma,-0.65363,-61.5,Brazil,Roraima
Geonoma,-26.904722,-49.114722,Brazil,Santa Catarina
Geonoma,-25.881944,-48.943056,Brazil,Paraná
Geonoma,-25.881944,-48.943056,Brazil,Paraná
Geonoma,-25.881944,-48.943056,Brazil,Pr
Geonoma,-25.881944,-48.943056,Brazil,Paraná
Geonoma,-17.145028,-39.420306,Brazil,Ba
Geonoma,-17.250278,-39.453056,Brazil,Bahia
Geonoma,-25.881944,-48.943056,Brazil,Paraná
Geonoma,-9.5925,-65.07,Brazil,Rondônia
Geonoma,-9.5925,-65.07,Brazil,Rondônia
Geonoma,-24.8015,-47.845056,Brazil,Sp
Geonoma,-24.58,-50.253222,Brazil,Pr
Geonoma,-9.5925,-65.066111,Brazil,Ro
Geonoma,-9.5925,-65.066111,Brazil,Ro
Geonoma,-25.965278,-48.901111,Brazil,Paraná
Geonoma,-25.965278,-48.901111,Brazil,Paraná
Geonoma,-18.999167,-40.234722,Brazil,Espírito Santo
Geonoma,-17.433611,-46.201667,Brazil,Bahia
